"method","iteration","true_positives","false_positives","false_negatives","precision","recall","f1_score"
"microbvs",464,1,7,3,0.125,0.25,0.166666666666667
"medzim",464,0,10,4,0,0,0
"npem",464,0,0,4,0,0,0
"ccmm",465,1,3,3,0.25,0.25,0.25
"ldm",465,0,1,4,0,0,0
"hima",465,0,0,4,0,0,0
"microbvs",465,1,3,3,0.25,0.25,0.25
"medzim",465,0,0,4,0,0,0
"npem",465,3,0,1,1,0.75,0.857142857142857
"ccmm",466,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",466,0,3,4,0,0,0
"hima",466,0,1,4,0,0,0
"microbvs",466,3,9,1,0.25,0.75,0.375
"medzim",466,0,0,4,0,0,0
"npem",466,0,0,4,0,0,0
"ccmm",467,0,3,4,0,0,0
"ldm",467,0,2,4,0,0,0
"hima",467,0,1,4,0,0,0
"microbvs",467,0,4,4,0,0,0
"medzim",467,0,0,4,0,0,0
"npem",467,0,1,4,0,0,0
"ccmm",468,1,4,3,0.2,0.25,0.222222222222222
"ldm",468,0,1,4,0,0,0
"hima",468,0,1,4,0,0,0
"microbvs",468,2,8,2,0.2,0.5,0.285714285714286
"medzim",468,0,0,4,0,0,0
"npem",468,0,0,4,0,0,0
"ccmm",469,2,5,2,0.285714285714286,0.5,0.363636363636364
"ldm",469,2,0,2,1,0.5,0.666666666666667
"hima",469,0,0,4,0,0,0
"microbvs",469,2,2,2,0.5,0.5,0.5
"medzim",469,0,0,4,0,0,0
"npem",469,0,1,4,0,0,0
"ccmm",470,1,3,3,0.25,0.25,0.25
"ldm",470,0,2,4,0,0,0
"hima",470,0,0,4,0,0,0
"microbvs",470,2,11,2,0.153846153846154,0.5,0.235294117647059
"medzim",470,0,0,4,0,0,0
"npem",470,0,1,4,0,0,0
"ccmm",471,0,5,4,0,0,0
"ldm",471,0,1,4,0,0,0
"hima",471,0,2,4,0,0,0
"microbvs",471,2,12,2,0.142857142857143,0.5,0.222222222222222
"medzim",471,0,0,4,0,0,0
"npem",471,0,1,4,0,0,0
"ccmm",472,0,3,4,0,0,0
"ldm",472,0,1,4,0,0,0
"hima",472,0,0,4,0,0,0
"microbvs",472,4,14,0,0.222222222222222,1,0.363636363636364
"medzim",472,0,2,4,0,0,0
"npem",472,0,0,4,0,0,0
"ccmm",473,0,1,4,0,0,0
"ldm",473,1,4,3,0.2,0.25,0.222222222222222
"hima",473,0,0,4,0,0,0
"microbvs",473,2,4,2,0.333333333333333,0.5,0.4
"medzim",473,0,0,4,0,0,0
"npem",473,0,0,4,0,0,0
"ccmm",474,2,1,2,0.666666666666667,0.5,0.571428571428572
"ldm",474,0,1,4,0,0,0
"microbvs",474,2,4,2,0.333333333333333,0.5,0.4
"medzim",474,0,0,4,0,0,0
"npem",474,0,1,4,0,0,0
"ccmm",475,1,3,3,0.25,0.25,0.25
"ldm",475,0,4,4,0,0,0
"hima",475,1,0,3,1,0.25,0.4
"microbvs",475,2,10,2,0.166666666666667,0.5,0.25
"medzim",475,0,0,4,0,0,0
"npem",475,0,0,4,0,0,0
"ccmm",476,0,1,4,0,0,0
"ldm",476,0,1,4,0,0,0
"hima",476,0,0,4,0,0,0
"microbvs",476,1,4,3,0.2,0.25,0.222222222222222
"medzim",476,0,0,4,0,0,0
"npem",476,1,1,3,0.5,0.25,0.333333333333333
"ccmm",477,1,0,3,1,0.25,0.4
"ldm",477,0,1,4,0,0,0
"microbvs",477,0,4,4,0,0,0
"medzim",477,0,3,4,0,0,0
"npem",477,0,0,4,0,0,0
"ccmm",478,1,3,3,0.25,0.25,0.25
"ldm",478,0,1,4,0,0,0
"hima",478,1,0,3,1,0.25,0.4
"microbvs",478,3,8,1,0.272727272727273,0.75,0.4
"medzim",478,0,5,4,0,0,0
"npem",478,0,0,4,0,0,0
"ccmm",479,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",479,0,1,4,0,0,0
"hima",479,0,0,4,0,0,0
"microbvs",479,2,2,2,0.5,0.5,0.5
"medzim",479,0,0,4,0,0,0
"npem",479,0,0,4,0,0,0
"ccmm",480,0,1,4,0,0,0
"ldm",480,1,3,3,0.25,0.25,0.25
"hima",480,0,0,4,0,0,0
"microbvs",480,2,9,2,0.181818181818182,0.5,0.266666666666667
"medzim",480,0,9,4,0,0,0
"npem",480,0,0,4,0,0,0
"ccmm",481,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",481,1,0,3,1,0.25,0.4
"hima",481,1,0,3,1,0.25,0.4
"microbvs",481,1,7,3,0.125,0.25,0.166666666666667
"medzim",481,1,0,3,1,0.25,0.4
"npem",481,0,0,4,0,0,0
"ccmm",482,0,0,4,0,0,0
"ldm",482,0,1,4,0,0,0
"microbvs",482,1,3,3,0.25,0.25,0.25
"medzim",482,0,1,4,0,0,0
"npem",482,0,0,4,0,0,0
"ccmm",483,1,5,3,0.166666666666667,0.25,0.2
"ldm",483,0,1,4,0,0,0
"hima",483,0,0,4,0,0,0
"microbvs",483,0,4,4,0,0,0
"medzim",483,0,1,4,0,0,0
"npem",483,0,0,4,0,0,0
"ccmm",484,2,1,2,0.666666666666667,0.5,0.571428571428572
"ldm",484,0,2,4,0,0,0
"hima",484,0,0,4,0,0,0
"microbvs",484,1,3,3,0.25,0.25,0.25
"medzim",484,0,1,4,0,0,0
"npem",484,0,3,4,0,0,0
"ccmm",485,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",485,0,3,4,0,0,0
"hima",485,0,0,4,0,0,0
"microbvs",485,3,12,1,0.2,0.75,0.315789473684211
"medzim",485,0,0,4,0,0,0
"npem",485,0,0,4,0,0,0
"ccmm",486,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",486,1,5,3,0.166666666666667,0.25,0.2
"hima",486,0,0,4,0,0,0
"microbvs",486,2,2,2,0.5,0.5,0.5
"medzim",486,0,0,4,0,0,0
"npem",486,0,1,4,0,0,0
"ccmm",487,0,2,4,0,0,0
"ldm",487,0,2,4,0,0,0
"hima",487,0,1,4,0,0,0
"microbvs",487,0,4,4,0,0,0
"medzim",487,1,0,3,1,0.25,0.4
"npem",487,0,0,4,0,0,0
"ccmm",488,1,1,3,0.5,0.25,0.333333333333333
"ldm",488,0,3,4,0,0,0
"hima",488,0,1,4,0,0,0
"microbvs",488,0,4,4,0,0,0
"medzim",488,0,0,4,0,0,0
"npem",488,0,1,4,0,0,0
"ccmm",489,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",489,0,0,4,0,0,0
"hima",489,0,0,4,0,0,0
"microbvs",489,0,4,4,0,0,0
"medzim",489,0,1,4,0,0,0
"npem",489,0,0,4,0,0,0
"ccmm",490,2,6,2,0.25,0.5,0.333333333333333
"ldm",490,3,0,1,1,0.75,0.857142857142857
"hima",490,0,1,4,0,0,0
"microbvs",490,1,12,3,0.0769230769230769,0.25,0.117647058823529
"medzim",490,3,2,1,0.6,0.75,0.666666666666667
"npem",490,1,0,3,1,0.25,0.4
"ccmm",491,1,1,3,0.5,0.25,0.333333333333333
"ldm",491,2,2,2,0.5,0.5,0.5
"hima",491,0,0,4,0,0,0
"microbvs",491,2,2,2,0.5,0.5,0.5
"medzim",491,1,1,3,0.5,0.25,0.333333333333333
"npem",491,0,0,4,0,0,0
"ccmm",492,0,1,4,0,0,0
"ldm",492,2,3,2,0.4,0.5,0.444444444444444
"hima",492,0,2,4,0,0,0
"microbvs",492,4,15,0,0.210526315789474,1,0.347826086956522
"medzim",492,0,14,4,0,0,0
"npem",492,0,0,4,0,0,0
"ccmm",493,1,4,3,0.2,0.25,0.222222222222222
"ldm",493,0,1,4,0,0,0
"hima",493,0,0,4,0,0,0
"microbvs",493,1,3,3,0.25,0.25,0.25
"medzim",493,0,2,4,0,0,0
"npem",493,0,0,4,0,0,0
"ccmm",494,0,3,4,0,0,0
"ldm",494,1,1,3,0.5,0.25,0.333333333333333
"hima",494,0,2,4,0,0,0
"microbvs",494,1,3,3,0.25,0.25,0.25
"medzim",494,0,0,4,0,0,0
"npem",494,0,1,4,0,0,0
"ccmm",495,1,3,3,0.25,0.25,0.25
"ldm",495,1,4,3,0.2,0.25,0.222222222222222
"hima",495,0,1,4,0,0,0
"microbvs",495,2,2,2,0.5,0.5,0.5
"medzim",495,0,1,4,0,0,0
"npem",495,0,0,4,0,0,0
"ccmm",496,1,0,3,1,0.25,0.4
"ldm",496,3,10,1,0.230769230769231,0.75,0.352941176470588
"hima",496,0,0,4,0,0,0
"microbvs",496,1,3,3,0.25,0.25,0.25
"medzim",496,1,14,3,0.0666666666666667,0.25,0.105263157894737
"npem",496,0,0,4,0,0,0
"ccmm",497,2,3,2,0.4,0.5,0.444444444444444
"ldm",497,0,3,4,0,0,0
"hima",497,0,1,4,0,0,0
"microbvs",497,2,9,2,0.181818181818182,0.5,0.266666666666667
"medzim",497,0,0,4,0,0,0
"npem",497,0,0,4,0,0,0
"ccmm",498,1,0,3,1,0.25,0.4
"ldm",498,1,1,3,0.5,0.25,0.333333333333333
"hima",498,0,0,4,0,0,0
"microbvs",498,3,7,1,0.3,0.75,0.428571428571428
"medzim",498,0,1,4,0,0,0
"npem",498,0,0,4,0,0,0
"ccmm",499,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",499,0,4,4,0,0,0
"hima",499,0,1,4,0,0,0
"microbvs",499,2,2,2,0.5,0.5,0.5
"medzim",499,0,0,4,0,0,0
"npem",499,0,0,4,0,0,0
"ccmm",500,0,2,4,0,0,0
"ldm",500,1,6,3,0.142857142857143,0.25,0.181818181818182
"hima",500,0,0,4,0,0,0
"microbvs",500,1,3,3,0.25,0.25,0.25
"medzim",500,0,14,4,0,0,0
"npem",500,0,0,4,0,0,0
